state_name,state_name_slug,state_code,state_code_slug,city_name,city_name_slug,district,at_large,vacant,title,party,name,name_slug,first_name,middle_name,last_name,name_suffix,goes_by,pronunciation,gender,ethnicity,date_of_birth,entered_office,term_end,email,phone,latitude,longitude,address_complete,address_number,address_prefix,address_street,address_sec_unit_type,address_sec_unit_num,address_city,address_state,address_zipcode,address_type,population,background_url,city_government_url,city_council_url,city_council_calendar_url,city_council_legislation_url,city_council_committees_url,twitter_handle,twitter_url,facebook_url,photo_url
"New York","new-york","NY","ny","New York","new-york","15","false","false","deputy-leader","democrat","Ritchie Torres","ritchie-torres","Ritchie","Ritchie","Torres",,,,"male","african-american","1988-03-12","2014-01-01","2017-12-31","rtorres@council.nyc.gov","718-842-8100","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","ritchietorres","https://twitter.com/ritchietorres","https://www.facebook.com/RitchieTorresNYC","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/ritchie-torres.jpg"
"New York","new-york","NY","ny","New York","new-york","16","false","false","councilor","democrat","Vanessa Gibson","vanessa-gibson","Vanessa","Vanessa","Gibson",,,,"female","african-american","1979-03-19","2009-06-02","2017-12-31","district16bronx@council.nyc.gov","718-588-7500","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","Vanessalgibson","https://twitter.com/Vanessalgibson","https://www.facebook.com/VanessaGibsonNYC","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/vanessa-gibson.jpg"
"New York","new-york","NY","ny","New York","new-york","17","false","false","councilor","democrat","Rafael Salamanca","rafael-salamanca","Rafael","Rafael","Salamanca",,,,"male","hispanic-american","1980-07-02","2016-03-08","2017-12-31","salamanca@council.nyc.gov","718-402-6130","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","salamancajr80","https://twitter.com/salamancajr80","https://www.facebook.com/rafael.salamanca.501","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/rafael-salamanca.jpg"
"New York","new-york","NY","ny","New York","new-york","18","false","false","councilor","democrat","Annabel Palma","annabel-palma","Annabel","Annabel","Palma",,,,"female","african-american",,"2004-01-01","2017-12-31","apalma@council.nyc.gov","718-792-1140","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","palmaannabel","https://twitter.com/palmaannabel","https://www.facebook.com/annabel.palma","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/annabel-palma.jpg"
"New York","new-york","NY","ny","New York","new-york","19","false","false","councilor","democrat","Paul Vallone","paul-vallone","Paul","Paul","Vallone",,,,"male","white-american","1967-06-02","2014-01-01","2017-12-31","district19@council.nyc.gov","718-619-8611","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","PaulVallone","https://twitter.com/PaulVallone","https://www.facebook.com/CouncilMemberPaulVallone","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/paul-vallone.jpg"
"New York","new-york","NY","ny","New York","new-york","20","false","false","councilor","democrat","Peter Koo","peter-koo","Peter","Peter","Koo",,,,"male","asian-american","1952-01-12","2010-01-01","2017-12-31","pkoo@council.nyc.gov","718-888-8747","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","cmpeterkoo","https://twitter.com/cmpeterkoo","https://www.facebook.com/Peter-Koo-207749175523","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/peter-koo.jpg"
"New York","new-york","NY","ny","New York","new-york","21","false","false","councilor","democrat","Julissa  Ferreras-Copeland","julissa-ferreras-copeland","Julissa ","Julissa ","Ferreras-Copeland",,,,"female","african-american","1976-11-02","2009-02-24","2017-12-31","cd21invites@council.nyc.gov","718-651-1917","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","JulissaFerreras","https://twitter.com/JulissaFerreras","https://www.facebook.com/Julissa.Ferreras","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/julissa-ferreras-copeland.jpg"
"New York","new-york","NY","ny","New York","new-york","22","false","false","councilor","democrat","Costa Constantinides","costa-constantinides","Costa","Costa","Constantinides",,,,"male","hispanic-american","1975-01-07","2014-01-01","2017-12-31","costa@council.nyc.gov","718-274-4500","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","Costa4NY","https://twitter.com/Costa4NY","https://www.facebook.com/costaforastoria","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/costa-constantinides.jpg"
"New York","new-york","NY","ny","New York","new-york","23","false","false","councilor","democrat","Barry Grodenchik","barry-grodenchik","Barry","Barry","Grodenchik",,,,"male","white-american","1960-02-12","2015-11-24","2017-12-31","m23@council.nyc.gov","718-468-0137","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","barrygrodenchik","https://twitter.com/barrygrodenchik","https://www.facebook.com/bgrodenchik","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/barry-grodenchik.jpg"
"New York","new-york","NY","ny","New York","new-york","24","false","false","councilor","democrat","Rory Lancman","rory-lancman","Rory","Rory","Lancman",,,,"male","white-american","1969-03-01","2014-01-01","2017-12-31","rlancman@council.nyc.gov","718-217-4969","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","RoryLancman","https://twitter.com/RoryLancman","https://www.facebook.com/RoryLancman","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/rory-lancman.jpg"
"New York","new-york","NY","ny","New York","new-york","25","false","false","councilor","democrat","Daniel Dromm","daniel-dromm","Daniel","Daniel","Dromm",,,,"male","white-american",,"2010-01-01","2017-12-31","ddromm@council.nyc.gov","718-803-6373","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","dromm25","https://twitter.com/dromm25","https://www.facebook.com/Daniel-Dromm-18241697139","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/daniel-dromm.jpg"
"New York","new-york","NY","ny","New York","new-york","26","false","false","majority-leader","democrat","Jimmy Van Bramer","jimmy-van-bramer","Jimmy","Jimmy","Van Bramer",,,,"male","white-american","1969-08-19","2010-01-01","2017-12-31","jvanbramer@council.nyc.gov","718-383-9566","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","JimmyVanBramer","https://twitter.com/JimmyVanBramer","https://www.facebook.com/Jimmy-Van-Bramer-125696285699","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/jimmy-van-bramer.jpg"
"New York","new-york","NY","ny","New York","new-york","27","false","false","councilor","democrat","Daneek Miller","daneek-miller","Daneek","Daneek","Miller",,,,"male","african-american","1960-11-06","2014-01-01","2017-12-31","district27@council.nyc.gov","718-776-3700","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","IDaneekMiller","https://twitter.com/IDaneekMiller","https://www.facebook.com/daneek.miller","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/daneek-miller.jpg"
"New York","new-york","NY","ny","New York","new-york","28","false","false","councilor","democrat","Ruben Wills","ruben-wills","Ruben","Ruben","Wills",,,,"male","african-american",,"2011-01-01","2017-12-31","rw@council.nyv.gov","718-206-2068","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","CM_RubenWills","https://twitter.com/CM_RubenWills","https://www.facebook.com/CouncilMemberRubenWills","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/ruben-wills.jpg"
"New York","new-york","NY","ny","New York","new-york","29","false","false","councilor","democrat","Karen Koslowitz","karen-koslowitz","Karen","Karen","Koslowitz",,,,"female","white-american",,"2010-01-01","2017-12-31","koslowitz@council.nyc.gov","718-544-8800","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","cmkoslowitz","https://twitter.com/cmkoslowitz","https://www.facebook.com/Karen-Koslowitz-119475124337","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/karen-koslowitz.jpg"
"New York","new-york","NY","ny","New York","new-york","30","false","false","councilor","democrat","Elizabeth Crowley","elizabeth-crowley","Elizabeth","Elizabeth","Crowley",,,,"female","white-american","1977-11-27","2009-01-01","2017-12-31","ecrowley@council.nyc.gov","718-366-3900","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","elizcrowleynyc","https://twitter.com/elizcrowleynyc","https://www.facebook.com/elizcrowleynyc","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/elizabeth-crowley.jpg"
"New York","new-york","NY","ny","New York","new-york","31","false","false","councilor","democrat","Donovan Richards","donovan-richards","Donovan","Donovan","Richards",,,,"male","african-american",,"2013-02-20","2017-12-31","drichards@council.nyc.gov","718-471-7014","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","DRichards13","https://twitter.com/DRichards13","https://www.facebook.com/drichardsnyccouncil","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/donovan-richards.jpg"
"New York","new-york","NY","ny","New York","new-york","32","false","false","councilor","republican","Eric Ulrich","eric-ulrich","Eric","Eric","Ulrich",,,,"male","white-american","1985-02-13","2009-02-24","2017-12-31","eulrich@council.nyc.gov","718-738-1083","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","eric_ulrich","https://twitter.com/eric_ulrich","https://www.facebook.com/ericulrich32","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/eric-ulrich.jpg"
"New York","new-york","NY","ny","New York","new-york","33","false","false","councilor","democrat","Stephen Levin","stephen-levin","Stephen","Stephen","Levin",,,,"male","white-american","1981-12-03","2010-01-01","2017-12-31","slevin@council.nyc.gov","718-875-5200","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","StephenLevin33","https://twitter.com/StephenLevin33","https://www.facebook.com/stephen.levin1","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/stephen-levin.jpg"
"New York","new-york","NY","ny","New York","new-york","34","false","false","councilor","democrat","Antonio Reynoso","antonio-reynoso","Antonio","Antonio","Reynoso",,,,"male","african-american","1983-05-09","2014-01-01","2017-12-31","areynoso@council.nyc.gov","718-963-3141","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","CMReynoso34","https://twitter.com/CMReynoso34","https://www.facebook.com/Antonio4Council","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/antonio-reynoso.jpg"
"New York","new-york","NY","ny","New York","new-york","35","false","false","councilor","democrat","Laurie Cumbo","laurie-cumbo","Laurie","Laurie","Cumbo",,,,"female","african-american","1975-02-21","2014-01-01","2017-12-31","lcumbo@council.nyc.gov","718-260-9191","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","cmlauriecumbo","https://twitter.com/cmlauriecumbo","https://www.facebook.com/CMLaurieCumbo","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/laurie-cumbo.jpg"
