County,ED,AD,Site Name,Site Address
New York,071,67,William O'Shea Campus,100 West 77 Street
New York,072,67,Frank McCourt HS,151 West 84 Street
New York,073,67,PS 87,160 West 78 Street
New York,074,67,PS 87,160 West 78 Street
New York,075,67,PS 87,160 West 78 Street
New York,076,67,PS 87,160 West 78 Street
New York,077,67,PS 53 Or 811,466 West End Avenue
New York,078,67,PS 53 Or 811,466 West End Avenue
New York,079,67,PS 87,160 West 78 Street
New York,080,67,PS 53 Or 811,466 West End Avenue
New York,081,67,PS 53 Or 811,466 West End Avenue
New York,082,67,PS 53 Or 811,466 West End Avenue
New York,083,67,Frank McCourt HS,151 West 84 Street
New York,084,67,Church of St Paul & St Andrew,263 West 86 Street
New York,085,67,Phelps House,595 Columbus Avenue
New York,086,67,PS 166,132 West 89 Street
New York,087,67,JHS 118,154 West 93 Street
New York,088,67,PS 166,132 West 89 Street
New York,089,67,Church of St Paul & St Andrew,263 West 86 Street
New York,090,67,Frank McCourt HS,151 West 84 Street
New York,091,67,PS 53 Or 811,466 West End Avenue
New York,092,67,PS 53 Or 811,466 West End Avenue
New York,093,67,PS 53 Or 811,466 West End Avenue
New York,094,67,PS 53 Or 811,466 West End Avenue
New York,095,67,Church of St Paul & St Andrew,263 West 86 Street
New York,096,67,The Riverside Rehabilitation Center,150 Riverside Drive
New York,097,67,The Riverside Rehabilitation Center,150 Riverside Drive
New York,098,67,Church of St Paul & St Andrew,263 West 86 Street
New York,099,67,PS 163,163 West 97 Street
New York,100,67,LaGuardia High School,100 Amsterdam Avenue
New York,101,67,LaGuardia High School,100 Amsterdam Avenue
New York,102,67,Find Aid For Aged (Hargrave),111 West 71 Street
New York,103,67,River Place 1,650 West 42 Street
New York,104,67,Lincoln Square Neighborhood Center,250 West 65 Street
New York,105,67,Church of St Paul & St Andrew,263 West 86 Street
New York,106,67,PS 199,270 West 70 Street
New York,107,67,PS 199,270 West 70 Street
New York,108,67,PS 191,210 West 61 Street
New York,109,67,Park West High School,525 West 50 Street
New York,110,67,Elias Howe Primary School 51 Manhattan,525 West 44 Street
New York,111,67,River Place 1,650 West 42 Street
New York,112,67,PS 166,132 West 89 Street
New York,113,67,PS 191,210 West 61 Street
New York,114,67,JHS 118,154 West 93 Street
New York,001,68,Stanley Isaacs Ctr,415 East 93 Street
New York,002,68,Stanley Isaacs Ctr,415 East 93 Street
New York,003,68,School Of Co-op Education,321 East 96 Street
New York,004,68,PS 198,1700 3 Avenue
New York,005,68,PS 198,1700 3 Avenue
New York,006,68,School Of Co-op Education,321 East 96 Street
New York,007,68,PS 198,1700 3 Avenue
New York,008,68,Church Heavenly Rest,2 East 90 Street
New York,009,68,Church Heavenly Rest,2 East 90 Street
New York,010,68,PS 198,1700 3 Avenue
New York,011,68,PS 198,1700 3 Avenue
New York,012,68,PS 198,1700 3 Avenue
New York,013,68,PS 198,1700 3 Avenue
New York,014,68,PS 198,1700 3 Avenue
New York,015,68,PS 198,1700 3 Avenue
New York,016,68,School Of Co-op Education,321 East 96 Street
New York,017,68,River Crossing,1956 1 Avenue
New York,018,68,River Crossing,1956 1 Avenue
New York,019,68,School Of Co-op Education,321 East 96 Street
New York,020,68,PS 198,1700 3 Avenue
New York,021,68,PS 38 or 121,232 East 103 Street
New York,022,68,PS 38 or 121,232 East 103 Street
New York,023,68,PS 38 or 121,232 East 103 Street
New York,024,68,PS 38 or 121,232 East 103 Street
New York,025,68,PS 198,1700 3 Avenue
New York,026,68,Carver Houses,1481 Madison Avenue
New York,027,68,Carver Houses,1481 Madison Avenue
New York,028,68,Jackie Robinson Complex,1573 Madison Avenue
New York,029,68,Jackie Robinson Complex,1573 Madison Avenue
New York,030,68,Jackie Robinson Complex,1573 Madison Avenue
New York,031,68,Jackie Robinson Complex,1573 Madison Avenue
New York,032,68,Jackie Robinson Complex,1573 Madison Avenue
New York,033,68,Jackie Robinson Complex,1573 Madison Avenue
New York,034,68,PS 185/PS 208,21 West 111 Street
New York,035,68,PS 7,160 East 120 Street
New York,036,68,Dewitt Clinton Center,120 East 110 Street
New York,037,68,PS/JHS 117,240 East 109 Street
New York,038,68,PS/JHS 117,240 East 109 Street
New York,039,68,Dream Charter School,1991 2 Avenue
New York,040,68,PS/JHS 117,240 East 109 Street
New York,041,68,PS 146,421 East 106 Street
New York,042,68,PS/JHS 117,240 East 109 Street
New York,043,68,PS/JHS 117,240 East 109 Street
New York,044,68,Dream Charter School,1991 2 Avenue
New York,045,68,Dream Charter School,1991 2 Avenue
New York,046,68,Dream Charter School,1991 2 Avenue
New York,047,68,River Crossing,1956 1 Avenue
New York,048,68,PS 146,421 East 106 Street
New York,049,68,PS 146,421 East 106 Street
New York,050,68,1199 Housing,2070 1 Avenue
New York,051,68,1199 Housing,2070 1 Avenue
New York,052,68,1199 Housing III,2130 1 Avenue
New York,053,68,1199 Housing III,2130 1 Avenue
New York,054,68,PS 102,315 East 113 Street
New York,055,68,Dewitt Clinton Center,120 East 110 Street
New York,056,68,Isaacs/Johnson Cornerstone,1827 Lexington Avenue
New York,057,68,PS 185/PS 208,21 West 111 Street
New York,058,68,Martin Luther King Jr. Comm. Ctr.,2 West 115th Street
New York,059,68,PS 185/PS 208,21 West 111 Street
New York,060,68,Martin Luther King Jr. Comm. Ctr.,2 West 115th Street
New York,061,68,PS 185/PS 208,21 West 111 Street
New York,062,68,Martin Luther King Jr. Comm. Ctr.,2 West 115th Street
New York,063,68,Bonifacio Cora Texidor Housing for the Elderly,7 East 116 Street
New York,064,68,Isaacs/Johnson Cornerstone,1827 Lexington Avenue
New York,065,68,Isaacs/Johnson Cornerstone,1827 Lexington Avenue
New York,066,68,PS 57,176 East 115 Street
New York,067,68,PS 102,315 East 113 Street
New York,068,68,PS 102,315 East 113 Street
New York,069,68,PS 102,315 East 113 Street
New York,070,68,PS 102,315 East 113 Street
New York,071,68,PS 102,315 East 113 Street
New York,072,68,PS 57,176 East 115 Street
New York,073,68,PS 57,176 East 115 Street
New York,074,68,Bonifacio Cora Texidor Housing for the Elderly,7 East 116 Street
New York,075,68,PS 57,176 East 115 Street
New York,076,68,PS 57,176 East 115 Street
New York,077,68,PS 206,508 East 120 Street
New York,078,68,PS 206,508 East 120 Street
New York,079,68,PS 7,160 East 120 Street
New York,080,68,Henry J. Carter,1752 Park Avenue
New York,081,68,Pelham Fritz Recreation Center,18 Mt Morris Park West
New York,082,68,Henry J. Carter,1752 Park Avenue
New York,083,68,Harlem Renaissance HS,22 East 128 Street
New York,084,68,Triangle House,112 East 128 Street
New York,085,68,Triangle House,112 East 128 Street
New York,086,68,Northern Man. Nur Hm,116 East 125 Street
New York,087,68,PS 7,160 East 120 Street
New York,088,68,Taino Towers IV,240 East 123 Street
New York,089,68,Taino Towers IV,240 East 123 Street
New York,090,68,Taino Towers IV,240 East 123 Street
New York,091,68,Taino Towers IV,240 East 123 Street
New York,092,68,PS 206,508 East 120 Street
New York,093,68,PS 206,508 East 120 Street
New York,094,68,The Manhattan Psychiatric Center (Meyer Building),600 East 125 Street
New York,095,68,Jackie Robinson Complex,1573 Madison Avenue
New York,096,68,PS 185/PS 208,21 West 111 Street
New York,097,68,PS 7,160 East 120 Street
New York,098,68,Jackie Robinson Complex,1573 Madison Avenue
New York,099,68,West Side High School,140 West 102 Street
New York,100,68,Pelham Fritz Recreation Center,18 Mt Morris Park West
New York,101,68,Jackie Robinson Complex,1573 Madison Avenue
New York,102,68,West Side High School,140 West 102 Street
New York,103,68,Jackie Robinson Complex,1573 Madison Avenue
New York,104,68,Jackie Robinson Complex,1573 Madison Avenue
New York,105,68,Pelham Fritz Recreation Center,18 Mt Morris Park West
New York,106,68,Pelham Fritz Recreation Center,18 Mt Morris Park West
New York,107,68,The Manhattan Psychiatric Center (Meyer Building),600 East 125 Street
New York,108,68,Triangle House,112 East 128 Street
New York,109,68,PS 185/PS 208,21 West 111 Street
New York,110,68,Isaacs/Johnson Cornerstone,1827 Lexington Avenue
New York,111,68,PS 198,1700 3 Avenue
New York,112,68,PS 198,1700 3 Avenue
New York,113,68,PS 7,160 East 120 Street
New York,114,68,Jackie Robinson Complex,1573 Madison Avenue
New York,115,68,Dewitt Clinton Center,120 East 110 Street
New York,001,69,Frank McCourt HS,151 West 84 Street
New York,002,69,Frank McCourt HS,151 West 84 Street
New York,003,69,Frank McCourt HS,151 West 84 Street
New York,004,69,Frank McCourt HS,151 West 84 Street
New York,005,69,Frank McCourt HS,151 West 84 Street
New York,006,69,Frank McCourt HS,151 West 84 Street
New York,007,69,Frank McCourt HS,151 West 84 Street
New York,008,69,Red Oak Apartments,135 West 106 Street
New York,009,69,Frank McCourt HS,151 West 84 Street
New York,010,69,Frank McCourt HS,151 West 84 Street
New York,011,69,Frank McCourt HS,151 West 84 Street
New York,012,69,PS 166,132 West 89 Street
New York,013,69,Phelps House,595 Columbus Avenue
New York,014,69,Phelps House,595 Columbus Avenue
New York,015,69,Phelps House,595 Columbus Avenue
New York,016,69,Phelps House,595 Columbus Avenue
New York,017,69,PS 163,163 West 97 Street
New York,018,69,PS 166,132 West 89 Street
New York,019,69,PS 166,132 West 89 Street
New York,020,69,PS 166,132 West 89 Street
New York,021,69,JHS 118,154 West 93 Street
New York,022,69,PS 75,735 West End Avenue
New York,023,69,PS 75,735 West End Avenue
New York,024,69,PS 75,735 West End Avenue
New York,025,69,PS 75,735 West End Avenue
New York,026,69,PS 75,735 West End Avenue
New York,027,69,PS 163,163 West 97 Street
New York,028,69,PS 166,132 West 89 Street
New York,029,69,PS 166,132 West 89 Street
New York,030,69,PS 166,132 West 89 Street
New York,031,69,JHS 118,154 West 93 Street
New York,032,69,PS 166,132 West 89 Street
New York,033,69,PS 163,163 West 97 Street
New York,034,69,PS 163,163 West 97 Street
New York,035,69,JHS 118,154 West 93 Street
New York,036,69,PS 163,163 West 97 Street
New York,037,69,PS 163,163 West 97 Street
New York,038,69,PS 163,163 West 97 Street
New York,039,69,PS 163,163 West 97 Street
New York,040,69,PS 163,163 West 97 Street
New York,041,69,PS 163,163 West 97 Street
New York,042,69,PS 163,163 West 97 Street
New York,043,69,PS 163,163 West 97 Street
New York,044,69,PS 163,163 West 97 Street
New York,045,69,PS 75,735 West End Avenue
New York,046,69,PS 75,735 West End Avenue
New York,047,69,PS 163,163 West 97 Street
New York,048,69,PS 75,735 West End Avenue
New York,049,69,West Side High School,140 West 102 Street
New York,050,69,West Side High School,140 West 102 Street
New York,051,69,West Side High School,140 West 102 Street
New York,052,69,West Side High School,140 West 102 Street
New York,053,69,West Side High School,140 West 102 Street
New York,054,69,West Side High School,140 West 102 Street
New York,055,69,Kurt & Leah  Apts,11 West 102 Street
New York,056,69,West Side High School,140 West 102 Street
New York,057,69,West Side High School,140 West 102 Street
New York,058,69,West Side High School,140 West 102 Street
New York,059,69,West Side High School,140 West 102 Street
New York,060,69,West Side High School,140 West 102 Street
New York,061,69,West Side High School,140 West 102 Street
New York,062,69,Marseilles LLC,230 West 103 Street
New York,063,69,Grace United Methodist Church,125 West 104 Street
New York,064,69,Master Apartments,310 Riverside Drive
New York,065,69,Grace United Methodist Church,125 West 104 Street
New York,066,69,Grace United Methodist Church,125 West 104 Street
New York,067,69,Grace United Methodist Church,125 West 104 Street
New York,068,69,Kurt & Leah  Apts,11 West 102 Street
New York,069,69,Red Oak Apartments,135 West 106 Street
New York,070,69,Jewish Home Life Care Manhattan,120 West 106 Street
New York,071,69,Grace United Methodist Church,125 West 104 Street
New York,072,69,PS 165,234 West 109 Street
New York,073,69,PS 165,234 West 109 Street
New York,074,69,Red Oak Apartments,135 West 106 Street
New York,075,69,Red Oak Apartments,135 West 106 Street
New York,076,69,UTACPT,125 West 109 Street
New York,077,69,PS 165,234 West 109 Street
New York,078,69,PS 165,234 West 109 Street
New York,079,69,PS 165,234 West 109 Street
New York,080,69,PS 165,234 West 109 Street
New York,081,69,Towers On The Park,300 West 110 Street
New York,082,69,Charles Hill Tower,2050 8 Avenue
New York,083,69,UTACPT,125 West 109 Street
New York,084,69,PS 165,234 West 109 Street
New York,085,69,PS 165,234 West 109 Street
New York,086,69,PS 165,234 West 109 Street
New York,087,69,PS 165,234 West 109 Street
New York,088,69,PS 165,234 West 109 Street
New York,089,69,Gen Grant Houses IV,3150 Broadway
New York,090,69,PS 165,234 West 109 Street
New York,091,69,PS 165,234 West 109 Street
New York,092,69,PS 165,234 West 109 Street
New York,093,69,Columbia University Houses,410 Riverside Drive
New York,094,69,PS 36,123 Morningside Drive
New York,095,69,The Riverside Church of NY,91 Claremont Avenue
New York,096,69,The Riverside Church of NY,91 Claremont Avenue
New York,097,69,PS 36,123 Morningside Drive
New York,098,69,The Riverside Church of NY,91 Claremont Avenue
New York,099,69,Morningside Heights Housing,80 La Salle Street
New York,100,69,Gen Grant Houses II,1295 Amsterdam Avenue
New York,101,69,Gen Grant Houses III,1315 Amsterdam Avenue
New York,102,69,Gen Grant Houses(NYCHA),75 La Salle Street
New York,103,69,West Side High School,140 West 102 Street
New York,104,69,Red Oak Apartments,135 West 106 Street
New York,105,69,Marseilles LLC,230 West 103 Street
New York,106,69,West Side High School,140 West 102 Street
New York,107,69,The Riverside Church of NY,91 Claremont Avenue
New York,108,69,Gen Grant Houses II,1295 Amsterdam Avenue
New York,109,69,Towers On The Park,300 West 110 Street
New York,110,69,PS 165,234 West 109 Street
New York,111,69,Marseilles LLC,230 West 103 Street
New York,112,69,West Side High School,140 West 102 Street
New York,113,69,West Side High School,140 West 102 Street
New York,114,69,West Side High School,140 West 102 Street
New York,115,69,Frank McCourt HS,151 West 84 Street
New York,001,70,PS 185/PS 208,21 West 111 Street
New York,002,70,Charles Hill Tower,2050 8 Avenue
New York,003,70,Charles Hill Tower,2050 8 Avenue
New York,004,70,Wadleigh High School,215 West 114 Street
New York,005,70,Wadleigh High School,215 West 114 Street
New York,006,70,Wadleigh High School,215 West 114 Street
New York,007,70,Wadleigh High School,215 West 114 Street
New York,008,70,EM Moore Housing for the Elderly,160 West 116 Street
New York,009,70,PS 149,41 West 117 Street
New York,010,70,EM Moore Housing for the Elderly,160 West 116 Street
New York,011,70,Wadleigh High School,215 West 114 Street
New York,012,70,Wadleigh High School,215 West 114 Street
New York,013,70,Wyatt T. Walker Senior Housing,2177 Frederick Douglas Boulevard
New York,014,70,Wyatt T. Walker Senior Housing,2177 Frederick Douglas Boulevard
New York,015,70,Wadleigh High School,215 West 114 Street
New York,016,70,PS 149,41 West 117 Street
New York,017,70,Pelham Fritz Recreation Center,18 Mt Morris Park West
